timestamp,total_demand_mw,hour,day_of_week,month,is_weekend,demand_Chennai_Metro_mw,demand_North_TamilNadu_mw,demand_South_TamilNadu_mw,demand_West_TamilNadu_mw,frequency_hz,power_factor,transmission_loss_pct,scada_data_quality,anomaly,anomaly_type,attack_technique
2023-01-02 12:00:00,11127.766622867279,12,0,1,0,3090.070214184443,2467.7540249815206,2799.1747709490187,2735.4541194842,49.97753237924904,0.9390601215017708,20.036836859764737,1,0,Normal,
2023-01-02 13:00:00,10679.163730593456,13,0,1,0,3035.0486331486554,2348.20744941265,2670.2604630492942,2583.932950630204,49.98887384463077,0.9463979711023888,19.96775115171435,1,0,Normal,
2023-01-02 14:00:00,10615.527418730215,14,0,1,0,3035.1575492151446,2361.3878632802343,2636.386463158843,2638.3154240783406,49.97871024605593,0.9432317210285968,19.799101323764965,1,0,Normal,
2023-01-02 15:00:00,10605.946845292408,15,0,1,0,3029.0507858887972,2275.3072868671657,2692.7212288336455,2696.1880640151935,50.07252262490096,0.9169085577604521,19.03988347593608,1,0,Normal,
2023-01-02 16:00:00,10332.052427082683,16,0,1,0,2852.179202825724,2355.8676593483683,2692.4421763702467,2621.709923885884,50.02118210622288,0.9629013754784395,18.88128783803215,1,0,Normal,
2023-01-02 17:00:00,9796.700277142172,17,0,1,0,2685.39076141829,2251.5163357274537,2538.4676138449568,2411.568574973508,50.01980957298797,0.9225102239587051,20.779033448729233,1,0,Normal,
2023-01-02 18:00:00,9279.455540757703,18,0,1,0,2623.0792821611517,2043.8354538546603,2376.7627158197174,2330.87613911601,49.9808843829319,0.9234757538915496,20.411779675100977,1,0,Normal,
2023-01-02 19:00:00,8779.932683807712,19,0,1,0,2490.136152046056,2052.7404969683744,2251.148297507621,2262.8631617127326,49.93040840801598,0.9634300538363229,19.47822039956929,1,0,Normal,
2023-01-02 20:00:00,8133.046334113798,20,0,1,0,2297.2614538118887,1769.3187969275396,2074.8770778411554,1957.258231261188,49.99979396075795,0.9333730302555261,19.93173963685941,1,0,Normal,
2023-01-02 21:00:00,7895.433227564641,21,0,1,0,2110.0181400062115,1757.0169097570351,1971.4937746057335,1965.9165078725339,50.0903634983075,0.9188527523223341,21.45456332091901,1,0,Normal,
2023-01-02 22:00:00,7654.098174421346,22,0,1,0,2099.803259593804,1755.4960515614218,1876.6971324782967,1927.8493581457835,50.01121898139421,0.9700606332087116,19.91369295415885,1,0,Normal,
2023-01-02 23:00:00,7744.983002978236,23,0,1,0,2167.110801319607,1680.9460376440666,1935.205046278162,1936.7465177463985,50.05565962136176,0.9404297111197718,19.992497070568028,1,0,Normal,
2023-01-03 00:00:00,7552.17801655123,0,1,1,0,2138.9707543658656,1592.4017106972988,1909.161484244375,1930.5761738386773,50.06196954435248,0.968220987759865,21.83287589222092,1,0,Normal,
2023-01-03 01:00:00,7230.727142549529,1,1,1,0,2062.9689680439924,1510.1741180799536,1735.0000907014676,1732.790484154289,50.0279770629474,0.9362709349071587,21.28441327921807,1,0,Normal,
2023-01-03 02:00:00,7782.104313561691,2,1,1,0,2186.2018839113757,1815.1042771787052,1937.8785419221124,1895.235145350552,50.0110136985867,0.9253477776867991,19.231005884944736,1,0,Normal,
2023-01-03 03:00:00,7935.8477038068695,3,1,1,0,2238.5765473928354,1719.4352623055725,1942.6653082221537,2018.0639930865173,49.95061342596452,0.9451753405107783,21.2844717059677,1,0,Normal,
2023-01-03 04:00:00,8250.920820892365,4,1,1,0,2314.5011027679175,1805.9157424253954,2113.422263276498,1977.6190021683403,49.98957764292276,0.9318799260237745,19.79607738346576,1,0,Normal,
2023-01-03 05:00:00,8911.285836301326,5,1,1,0,2529.441002875296,1904.8446800702388,2200.336038967496,2268.4098511269954,49.98195523819062,0.9560638053679097,18.739279122483964,1,0,Normal,
2023-01-03 06:00:00,9446.41745446643,6,1,1,0,2660.640169825146,2125.6288039490737,2378.0153802156565,2384.095271428203,50.016499777872305,0.9601423426953799,21.56500090100953,1,0,Normal,
2023-01-03 07:00:00,9887.61767183758,7,1,1,0,2771.8198311168867,2136.1978948430383,2436.903403312616,2509.000404944663,49.929296669626744,0.9639456077503936,19.14859261426794,1,0,Normal,
2023-01-03 08:00:00,9995.834946133846,8,1,1,0,2785.4153449606083,2174.52053676638,2578.843702831507,2475.494253895476,49.97313546521741,0.9453257185630966,19.388047737094134,1,0,Normal,
2023-01-03 09:00:00,10456.325032390843,9,1,1,0,2931.8355803215604,2315.3675280967936,2529.0434112709813,2639.5731799333835,50.02020079450582,0.9707050558338319,19.542406656120683,1,0,Normal,
2023-01-03 10:00:00,10849.487772242795,10,1,1,0,3062.086145169947,2333.6850135311365,2736.1639619028974,2653.7575645531597,49.964894259020035,0.9360848145144877,22.444384412750637,1,0,Normal,
2023-01-03 11:00:00,11136.640892404444,11,1,1,0,3131.633219318148,2441.1318828532662,2720.2973396791144,2763.434975977795,49.954219512310814,0.9520115253591448,18.857643996722516,1,0,Normal,
2023-01-03 12:00:00,10927.03676111372,12,1,1,0,3078.6116140291047,2474.0585669201823,2706.292557754188,2733.576137292307,49.960429247225974,0.9479246228127682,19.2768375505646,1,0,Normal,
2023-01-03 13:00:00,10909.010760751038,13,1,1,0,3121.65910607785,2421.395087241072,2737.562025371985,2682.315218959914,49.98637953104505,0.9795893915329175,19.58924294398806,1,0,Normal,
2023-01-03 14:00:00,10553.519357608733,14,1,1,0,2968.243616267775,2328.301373295339,2651.147690968025,2649.2851828038965,49.880965420611716,0.9681169487321885,20.632653727047924,1,0,Normal,
2023-01-03 15:00:00,10240.93018944642,15,1,1,0,2835.01052702134,2263.7478771514056,2571.695889416376,2503.022185921942,49.96269204936694,0.950482344758161,19.916605041975423,1,0,Normal,
2023-01-03 16:00:00,10218.955800455331,16,1,1,0,2905.4879634272015,2228.713521301345,2562.3264071626077,2568.171490605583,50.047637660583845,0.9529766811690839,19.19922381207706,1,0,Normal,
2023-01-03 17:00:00,9871.564410650772,17,1,1,0,2695.72811809877,2271.551786330916,2435.798889569021,2554.983617882057,50.016193929020325,0.9730336626010456,20.748551240070253,1,0,Normal,
2023-01-03 18:00:00,9137.106269508013,18,1,1,0,2504.3190864252797,1969.5555227650593,2276.0739012225627,2221.443285446135,50.0210019289115,0.9387261939066337,21.62779954879578,1,0,Normal,
2023-01-03 19:00:00,8852.982404481269,19,1,1,0,2495.627436490759,1958.2024370840757,2214.827301929263,2212.117595306521,49.908615441704306,0.9195040295483979,18.052217732773205,1,0,Normal,
2023-01-03 20:00:00,8291.13602503629,20,1,1,0,2347.3379203994905,1829.8012038251243,2082.5520260970166,1991.8859533568152,49.97929005109721,0.9354852225063301,19.18216119193015,1,0,Normal,
2023-01-03 21:00:00,7724.633721738967,21,1,1,0,2100.6448809117114,1749.8575441392295,1927.8744067943924,1889.510729530221,49.99420604737194,0.9437825321916895,20.614324381364778,1,0,Normal,
2023-01-03 22:00:00,7606.961579370312,22,1,1,0,2110.80836817435,1728.6902444011507,1938.2199158918008,1936.8378534295505,50.02321808049065,0.9704114151378789,18.52060384081031,1,0,Normal,
2023-01-03 23:00:00,7625.865395523751,23,1,1,0,2104.938119135668,1676.0894467908718,1911.135697388485,1884.934918791431,50.05554277589477,0.9655366101821338,19.814128281560322,1,0,Normal,
2023-01-04 00:00:00,7267.9047188341465,0,2,1,0,2010.6795051294812,1613.4723627991648,1827.0424780896174,1854.0966866469598,50.04773629579001,0.9493420953424129,21.524879303832787,1,0,Normal,
2023-01-04 01:00:00,7603.74845960135,1,2,1,0,2176.2294575020255,1689.2513988079945,1881.8044974847617,1918.7312828341753,49.97073125165135,0.956998704315861,20.74718573619851,1,0,Normal,
2023-01-04 02:00:00,7016.581520518905,2,2,1,0,1999.968098922656,1430.0408517356286,1701.523283799005,1750.9194665627265,49.9718758897721,0.939366443690402,20.625206949721594,1,0,Normal,
2023-01-04 03:00:00,7908.129811168774,3,2,1,0,2213.3202381345714,1660.3390783332413,1984.733899328817,1925.56182305602,50.07060079945307,0.9813279487749511,20.89680731752922,1,0,Normal,
2023-01-04 04:00:00,8134.46177742605,4,2,1,0,2250.3512013235477,1759.3284064976324,2093.987746554659,2067.8898552813894,49.981996470885655,0.9681962525335294,20.38991024759859,1,0,Normal,
2023-01-04 05:00:00,8484.746851012718,5,2,1,0,2308.2466347725544,1838.5643734039545,2143.3797742897004,2136.3933991757544,49.94587026494565,0.9508032583877506,19.595316788800787,1,0,Normal,
2023-01-04 06:00:00,9006.46406066558,6,2,1,0,2592.81918392546,1921.457972248221,2210.7413181056554,2175.213994765927,49.98964340709985,0.9488959201722998,21.157840055446734,1,0,Normal,
2023-01-04 07:00:00,9083.43948498774,7,2,1,0,2572.9687508108136,2035.8358152659846,2311.5968725378652,2222.6335915827694,50.06746798946429,0.9605226077525756,19.429001107073745,1,0,Normal,
2023-01-04 08:00:00,9821.063458665967,8,2,1,0,2714.564313222814,2160.7398819573864,2438.510011276794,2316.8144205889234,49.954756441158,0.9491423816586854,19.80618364053666,1,0,Normal,
2023-01-04 09:00:00,10282.870586063424,9,2,1,0,2915.1837389790035,2251.4968015646114,2606.4503455398703,2502.436306201668,49.97855600701131,0.922679294538967,18.012921575717506,1,0,Normal,
2023-01-04 10:00:00,10755.796161677305,10,2,1,0,3008.1117442409145,2303.467391843638,2670.509247174518,2673.2802273683074,49.95682445504287,0.9729989511860284,19.426682701730112,1,0,Normal,
2023-01-04 11:00:00,10561.397246024128,11,2,1,0,2942.835753643639,2321.2801509130686,2658.0146334974,2587.5565294886474,50.04781971643629,0.9675295815004359,20.094351878235976,1,0,Normal,
2023-01-04 12:00:00,10555.559830796112,12,2,1,0,2977.3173290373916,2190.888924975214,2612.9650908678104,2597.306627896344,50.01439270317248,0.955580061999441,20.031699386883833,1,0,Normal,
2023-01-04 13:00:00,10534.508488231655,13,2,1,0,2912.587464209227,2309.444051870672,2608.974497234397,2703.1556299367026,50.04629401221803,0.9437059163077842,21.108598513721816,1,0,Normal,
2023-01-04 14:00:00,10594.867192283498,14,2,1,0,2949.3749878638746,2334.0299657427577,2570.4035297160876,2700.157464272778,50.078250944077766,0.9501472571356134,19.47455192191613,1,0,Normal,
2023-01-04 15:00:00,10188.3494204944,15,2,1,0,2858.8108909484095,2253.532621724843,2572.691096081658,2512.35394573557,49.92439491105114,0.9103417789158855,19.522931159037693,1,0,Normal,
2023-01-04 16:00:00,9646.22105332928,16,2,1,0,2675.9693352879376,2043.9635435584776,2430.063745073337,2451.232145052446,49.962042431382024,0.9333891475577022,19.350603022590573,1,0,Normal,
2023-01-04 17:00:00,9385.119872235466,17,2,1,0,2661.287824739307,2075.967208726376,2367.6021038719136,2407.023610704075,49.978323904160355,0.9765064748177096,20.28963293386731,1,0,Normal,
2023-01-04 18:00:00,8829.715288780884,18,2,1,0,2565.773606042561,1890.4658000385675,2221.1953502518118,2238.3562467745087,50.0034419179812,0.9577590440193477,21.85556402143642,1,0,Normal,
2023-01-04 19:00:00,8506.231818109216,19,2,1,0,2344.0300024402236,1830.7475083694108,2088.4454528611386,2141.504328679399,50.02529488038995,0.9207695118798699,17.227547236293272,1,0,Normal,
2023-01-04 20:00:00,7757.034215953274,20,2,1,0,2088.7133156517148,1742.4440968008537,1987.5535172129973,1994.1747078742387,49.975427318622465,0.9375841842707987,19.414793238615555,1,0,Normal,
2023-01-04 21:00:00,7437.451356890945,21,2,1,0,1982.399371555652,1736.9449846839952,1909.0018042273498,1897.838738220607,49.965402923568924,0.9211206611590016,19.578820289766405,1,0,Normal,
2023-01-04 22:00:00,7125.801609644339,22,2,1,0,1987.701043625666,1570.2442920618885,1742.0385291525556,1720.7956892332143,50.04783297161109,0.9382931197517241,17.442061777310556,1,0,Normal,
2023-01-04 23:00:00,6739.336373599555,23,2,1,0,1853.8559551015665,1441.7992292598906,1711.4402929673868,1675.3874807029406,50.027304876016245,0.9475225471716694,19.851119393334546,1,0,Normal,
2023-01-05 00:00:00,6981.169971040649,0,3,1,0,1965.120616944736,1545.2909160044428,1789.042052028561,1717.6890387071849,50.01579408906746,0.9740240726990477,19.576024893796454,1,0,Normal,
2023-01-05 01:00:00,7022.8675906278295,1,3,1,0,1973.0328089770974,1591.9823278130798,1732.2119839897714,1813.3405718533113,49.89271205182761,0.961776650881424,19.47336085906812,1,0,Normal,
2023-01-05 02:00:00,7143.5563470267425,2,3,1,0,1920.0349348367833,1602.6322746395201,1771.087302294468,1756.8679842174145,50.060333824923454,0.94546781036024,18.67597259041399,1,0,Normal,
2023-01-05 03:00:00,7373.681310185408,3,3,1,0,1973.886575377844,1759.365531863977,1870.1259979569413,1805.8110789808597,50.0091984570493,0.9462046677183972,19.89514456973296,1,0,Normal,
2023-01-05 04:00:00,7521.447961330139,4,3,1,0,2120.802091189744,1618.9516730378973,1804.8455018618197,1931.6960940561169,49.99190104080219,0.9379920022009542,18.600263889647813,1,0,Normal,
2023-01-05 05:00:00,8122.455199685028,5,3,1,0,2281.058897647806,1799.551717926671,1976.187938844557,2043.5973507178455,49.95903336791624,0.9663547959026109,18.98953520793033,1,0,Normal,
2023-01-05 06:00:00,8590.520482416796,6,3,1,0,2384.0548351583757,1967.3604038026053,2098.141370210721,2253.219238135781,49.96835428069721,0.9681431361126562,19.760669738987144,1,0,Normal,
2023-01-05 07:00:00,8962.186035137089,7,3,1,0,2426.5549105817695,2045.9888895810861,2150.7306905429973,2197.4344326439495,49.9554542955221,0.9299259586162295,21.22591836269979,1,0,Normal,
2023-01-05 08:00:00,9500.568022337973,8,3,1,0,2683.7286093928824,1992.6210685881351,2429.388994293867,2349.2002091111935,49.90012125625706,0.9241901845042501,20.49239898853384,1,0,Normal,
2023-01-05 09:00:00,9964.379419874058,9,3,1,0,2853.6212148359336,2191.995591370294,2391.688264258931,2547.1932418399056,49.95912390995446,0.9452222530026665,20.73663514993125,1,0,Normal,
2023-01-05 10:00:00,10506.871746525225,10,3,1,0,2955.823211038009,2385.7378225279845,2643.8734698028743,2562.762918068255,49.92004810514584,0.9470613180465774,22.353920071996257,1,0,Normal,
2023-01-05 11:00:00,10368.667952624348,11,3,1,0,2860.8533322065646,2425.6390990973136,2632.751157893848,2658.1516060523813,49.996976634939216,0.9538799808704065,20.528585101179747,1,0,Normal,
2023-01-05 12:00:00,10435.425775387877,12,3,1,0,2924.1468253871635,2330.983464772874,2594.176646126306,2548.483674737741,49.942461956647904,0.9248795050983156,18.7438108769203,1,0,Normal,
2023-01-05 13:00:00,10305.25986616351,13,3,1,0,2817.1670584790986,2248.764005871148,2542.896585304315,2606.826144701429,50.03649670445558,0.9392657378138206,19.32470048514139,1,0,Normal,
2023-01-05 14:00:00,9784.837919195345,14,3,1,0,2792.6526530666365,2102.204184601106,2457.8516023356683,2354.056928475572,49.916783965407404,0.9487639579487013,18.971482608328117,1,0,Normal,
2023-01-05 15:00:00,9831.230622718684,15,3,1,0,2756.8367910877087,2273.8079048746526,2457.899305709395,2460.0641476790865,50.0597372474599,0.9383179835451916,19.837128856157733,1,0,Normal,
2023-01-05 16:00:00,9466.366250820314,16,3,1,0,2562.174704642027,2119.037654503757,2416.766805825899,2298.115038235837,50.04183074483048,0.9628679141029068,19.506327614344922,1,0,Normal,
2023-01-05 17:00:00,9457.581366944843,17,3,1,0,2633.0890647223723,2038.264554383595,2232.969284716313,2460.709103586785,49.94668821401915,0.9780279911793168,18.86883620880362,1,0,Normal,
2023-01-05 18:00:00,8506.992138125928,18,3,1,0,2405.122874186972,1861.380452071015,2080.8126607240756,2073.166508891706,49.99528664261234,0.9419203940786663,21.10883071183795,1,0,Normal,
2023-01-05 19:00:00,8123.81930071233,19,3,1,0,2258.0170231506763,1802.7495719981478,2059.0336693738855,1989.5119747290405,49.95728110809024,0.9633379849838724,21.194659612979944,1,0,Normal,
2023-01-05 20:00:00,7623.477955923935,20,3,1,0,2120.7790415866934,1704.3554829976717,1908.3918611197068,1932.6407867961275,50.02892996727538,0.9446423976783785,20.215303493581064,1,0,Normal,
2023-01-05 21:00:00,7041.40390780979,21,3,1,0,1910.3729838343777,1504.1279268408643,1797.952684912291,1730.3030955076106,50.089992841157674,0.9360474270422374,18.79766214134526,1,0,Normal,
2023-01-05 22:00:00,7166.780976828219,22,3,1,0,2035.0257228659843,1545.9822939959336,1804.7962430190378,1826.6929120580148,50.05905320055534,0.9393163863688923,20.145874027635333,1,0,Normal,
2023-01-05 23:00:00,6912.495381462161,23,3,1,0,1903.0752468084486,1438.1022558030274,1721.3869922034746,1692.579336432251,49.96561359390263,0.9615294316593712,19.265833139667755,1,0,Normal,
2023-01-06 00:00:00,6854.635680634254,0,4,1,0,1811.4757217273395,1560.007964219775,1698.5444980038883,1674.2613723284358,50.00573173074305,0.9403756412653921,21.54294115699009,1,0,Normal,
2023-01-06 01:00:00,6606.875425720547,1,4,1,0,1831.3622506682336,1436.4316703200047,1767.9716072239162,1650.3409211261094,50.076113116195145,0.9433091451958252,18.565189379063206,1,0,Normal,
2023-01-06 02:00:00,7200.420619535846,2,4,1,0,2065.1752592485545,1607.4086187570506,1876.852468585537,1739.2586295359542,50.02621353828692,0.9328425176934415,20.789129298462342,1,0,Normal,
2023-01-06 03:00:00,6979.723183640723,3,4,1,0,1934.976019089405,1606.6520258297755,1769.7060508149418,1764.7491141435548,50.05050563649443,0.9595089366410369,20.763789928711443,1,0,Normal,
2023-01-06 04:00:00,7709.1242946904695,4,4,1,0,2245.4540517695077,1707.0008519506007,1931.2042683450381,1971.1459996661051,50.03256142758787,0.9568724003190779,21.075735990083146,1,0,Normal,
2023-01-06 05:00:00,8431.097365323134,5,4,1,0,2382.1556597179037,1849.192896573636,2134.680968798455,2135.424173330405,50.003812911981186,0.9718254141147735,20.2355540615857,1,0,Normal,
2023-01-06 06:00:00,8324.15206378817,6,4,1,0,2347.7004859747058,1841.0095278775939,2122.3797518406877,2113.202059515955,49.996526723262576,0.9589445164728936,19.60387653661729,1,0,Normal,
2023-01-06 07:00:00,8866.708004203045,7,4,1,0,2476.258327880972,1953.8354411171813,2237.6183353359866,2120.4342400524947,49.939454804895824,0.9561936300464444,22.871736323113193,1,0,Normal,
2023-01-06 08:00:00,9421.5826244525,8,4,1,0,2634.6288244584853,2135.056427273447,2317.826649943797,2332.313268820172,49.96170926500299,0.9587492069541454,18.947527927862577,1,0,Normal,
2023-01-06 09:00:00,9687.248210769536,9,4,1,0,2699.258317259495,2146.7365262462376,2511.0375910786097,2410.458794410198,49.95490975098972,0.9461609616833252,20.861729419994422,1,0,Normal,
2023-01-06 10:00:00,9786.80040114032,10,4,1,0,2725.190642715164,2125.8760372719253,2459.0105116727814,2519.42273387486,49.98243268130277,0.9516517355308294,20.022118505119302,1,0,Normal,
2023-01-06 11:00:00,10260.627879315729,11,4,1,0,2899.519164311762,2309.730586293948,2665.8534713484228,2536.0916004119345,50.00497740110593,0.9639678751174969,20.411472600237904,1,0,Normal,
2023-01-06 12:00:00,10121.501343207887,12,4,1,0,2787.2288146086803,2288.254513323653,2539.732710145838,2415.2886111624634,49.994603294968435,0.9376967565571026,20.4050486587541,1,0,Normal,
2023-01-06 13:00:00,10340.2708088915,13,4,1,0,2841.481135053408,2207.943046615107,2572.7850346165983,2534.8692268730338,50.01079319031593,0.975525222716806,18.70101238898729,1,0,Normal,
2023-01-06 14:00:00,9913.889402201548,14,4,1,0,2719.729280072665,2257.6948627227457,2547.67935675271,2445.4126896809976,50.03321176028567,0.9595697580924665,18.389272595600165,1,0,Normal,
2023-01-06 15:00:00,10077.037679326624,15,4,1,0,2923.8532775953126,2235.1838781122815,2534.3187677355445,2411.435313135273,49.97922071622716,0.9803174431712401,18.467365917317515,1,0,Normal,
2023-01-06 16:00:00,9289.517280107731,16,4,1,0,2627.581983513694,2057.8572991310307,2329.0504517523973,2370.8144460622266,50.03689983185879,0.9323681702480945,19.464769835595774,1,0,Normal,
2023-01-06 17:00:00,8944.17274508886,17,4,1,0,2519.592978708888,2018.0492354993748,2176.0249759900853,2157.564184662962,50.05690834420783,0.9323663119720413,20.29786241013623,1,0,Normal,
2023-01-06 18:00:00,8688.982365305154,18,4,1,0,2380.0393287707716,1883.22730081692,2205.2564815830797,2194.546668737893,50.020757428283055,0.9555801832265088,19.175169613905517,1,0,Normal,
2023-01-06 19:00:00,7861.903479130389,19,4,1,0,2232.500089190251,1777.326991118232,1940.8103506348018,1910.8560334977706,49.97277361313548,0.9518534220985575,18.27633708736249,1,0,Normal,
